attempt_id,user_id,attempt_order_by_user,score,total_questions,percentage,difficulty,video_count,video_ids,created_at,is_synthetic
622,91,4,5,10,50.0,Hard,2,"275,277",2026-07-14 16:45:00.000000,1
624,91,5,7,10,70.0,Medium,1,276,2026-07-18 13:31:00.000000,1
626,91,6,7,10,70.0,Hard,1,275,2026-07-24 09:06:00.000000,1
627,91,7,7,10,70.0,Medium,1,276,2026-07-27 11:11:00.000000,1
628,91,8,8,10,80.0,Medium,2,"275,277",2026-07-30 10:39:00.000000,1
625,91,9,7,10,70.0,Medium,2,"275,277",2026-07-31 15:13:00.000000,1
629,92,1,7,10,70.0,Easy,1,278,2026-07-08 10:01:00.000000,1
630,92,2,7,10,70.0,Easy,1,279,2026-07-12 17:45:00.000000,1
631,92,3,8,10,80.0,Medium,2,"278,280",2026-07-14 13:52:00.000000,1
633,92,4,8,10,80.0,Medium,1,279,2026-07-16 13:28:00.000000,1
632,92,5,8,10,80.0,Medium,1,278,2026-07-17 12:19:00.000000,1
634,93,1,5,10,50.0,Medium,1,281,2026-07-10 13:15:00.000000,1
635,93,2,5,10,50.0,Easy,1,282,2026-07-12 15:00:00.000000,1
636,93,3,6,10,60.0,Hard,2,"281,283",2026-07-16 15:09:00.000000,1
638,93,4,6,10,60.0,Hard,1,282,2026-07-18 15:12:00.000000,1
637,93,5,6,10,60.0,Medium,1,281,2026-07-25 14:26:00.000000,1
639,93,6,6,10,60.0,Hard,2,"281,283",2026-07-30 11:47:00.000000,1
640,93,7,7,10,70.0,Medium,1,281,2026-08-09 16:38:00.000000,1
641,94,1,9,10,90.0,Easy,1,284,2026-07-12 14:11:00.000000,1
642,94,2,9,10,90.0,Medium,1,285,2026-07-17 16:42:00.000000,1
643,94,3,8,10,80.0,Hard,2,"284,286",2026-07-20 11:38:00.000000,1
645,94,4,8,10,80.0,Medium,1,285,2026-07-20 15:29:00.000000,1
644,94,5,9,10,90.0,Medium,1,284,2026-07-21 16:08:00.000000,1
646,94,6,9,10,90.0,Hard,2,"284,286",2026-07-22 12:05:00.000000,1
648,94,7,9,10,90.0,Medium,1,285,2026-08-09 09:38:00.000000,1
647,94,8,9,10,90.0,Hard,1,284,2026-08-11 12:45:00.000000,1
649,95,1,6,10,60.0,Easy,1,287,2026-07-14 10:21:00.000000,1
650,95,2,6,10,60.0,Easy,1,288,2026-07-17 17:45:00.000000,1
651,95,3,7,10,70.0,Medium,2,"287,289",2026-07-22 16:30:00.000000,1
652,95,4,6,10,60.0,Medium,1,287,2026-07-23 17:15:00.000000,1
654,95,5,8,10,80.0,Hard,2,"287,289",2026-07-29 14:56:00.000000,1
653,95,6,7,10,70.0,Hard,1,288,2026-07-30 16:06:00.000000,1
655,95,7,7,10,70.0,Medium,1,287,2026-08-01 12:03:00.000000,1
656,96,1,4,10,40.0,Easy,1,290,2026-07-16 17:17:00.000000,1
657,96,2,4,10,40.0,Medium,1,291,2026-07-18 09:48:00.000000,1
658,96,3,5,10,50.0,Medium,2,"290,292",2026-07-22 12:25:00.000000,1
660,96,4,6,10,60.0,Hard,1,291,2026-07-24 13:14:00.000000,1
659,96,5,5,10,50.0,Medium,1,290,2026-07-25 15:39:00.000000,1
661,96,6,6,10,60.0,Medium,2,"290,292",2026-08-05 17:52:00.000000,1
662,97,1,7,10,70.0,Easy,1,293,2026-07-18 16:21:00.000000,1
664,97,2,8,10,80.0,Hard,2,"293,295",2026-07-22 10:01:00.000000,1
663,97,3,8,10,80.0,Medium,1,294,2026-07-22 14:11:00.000000,1
665,97,4,8,10,80.0,Hard,1,293,2026-08-02 15:42:00.000000,1
668,97,5,9,10,90.0,Medium,1,293,2026-08-05 11:16:00.000000,1
667,97,6,9,10,90.0,Medium,2,"293,295",2026-08-07 15:04:00.000000,1
666,97,7,8,10,80.0,Medium,1,294,2026-08-07 17:02:00.000000,1
669,97,8,9,10,90.0,Medium,1,294,2026-08-15 11:51:00.000000,1
